drug_id,drug_name,brand_name,active_ingredient,gene_symbol,clinpgx_id,ncbi_id,boxed_warning,indications
67,metoclopramide,Metoclopramide,METOCLOPRAMIDE HYDROCHLORIDE,,,,"WARNING: TARDIVE DYSKINESIA Treatment with metoclopramide can cause tardive dyskinesia, a serious movement disorder that is often irreversible. The risk of developing tardive dyskinesia increases with duration of treatment and total cumulative dose. Metoclopramide therapy should be discontinued in patients who develop signs or symptoms of tardive dyskinesia. There is no known treatment for tardive dyskinesia. In some patients, symptoms may lessen or resolve after metoclopramide treatment is stopped. Treatment with metoclopramide for longer than 12 weeks should be avoided in all but rare cases where therapeutic benefit is thought to outweigh the risk of developing tardive dyskinesia. See WARNINGS","INDICATIONS AND USAGE The use of Metoclopramide Oral Solution is recommended for adults only. Therapy should not exceed 12 weeks in duration. Symptomatic Gastroesophageal Reflux Metoclopramide Oral Solution is indicated as short-term (4 to 12 weeks) therapy for adults with symptomatic, documented gastroesophageal reflux who fail to respond to conventional therapy. The principal effect of metoclopramide is on symptoms of post-prandial and daytime heartburn with less observed effect on nocturnal s"
68,even tone plus niacinamide peach blossom and rice milk antiperspirant deodorant,Dove,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,,,,None,Uses • reduces underarm wetness
69,even tone plus niacinamide apple blossom and mango butter antiperspirant deodorant,Dove,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,,,,None,Uses • reduces underarm wetness
70,even tone plus niacinamide shea butter and vanilla antiperspirant deodorant,Dove,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,,,,None,Uses • reduces underarm wetness
72,even tone plus niacinamide rosewood and powder antiperspirant deodorant,Dove,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,,,,None,Uses • reduces underarm wetness
73,diphenhydramine hcl,Allergy Relief,DIPHENHYDRAMINE HYDROCHLORIDE,,,,None,"Uses temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: itchy, watery eyes sneezing runny nose itching of the nose or throat temporarily relieves these symptoms due to the common cold: sneezing runny nose"
74,lamotrigine,Lamotrigine,LAMOTRIGINE,,,,"WARNING: SERIOUS SKIN RASHES Lamotrigine can cause serious rashes requiring hospitalization and discontinuation of treatment. The incidence of these rashes, which have included Stevens-Johnson syndrome, is approximately 0.3% to 0.8% in pediatric patients (aged 2 to 17 years) and 0.08% to 0.3% in adults receiving lamotrigine. One rash-related death was reported in a prospectively followed cohort of 1,983 pediatric patients (aged 2 to 16 years) with epilepsy taking lamotrigine as adjunctive therapy. In worldwide postmarketing experience, rare cases of toxic epidermal necrolysis and/or rash-related death have been reported in adult and pediatric patients, but their numbers are too few to permit a precise estimate of the rate. In addition to age, factors that may increase the risk of occurrence or the severity of rash caused by lamotrigine include (1) coadministration of lamotrigine with valproate (includes valproic acid and divalproex sodium), (2) exceeding the recommended initial dose of lamotrigine, (3) exceeding the recommended dose escalation for lamotrigine, or (4) the presence of the HLA-B*1502 allele However, cases have occurred in the absence of these factors. Nearly all cases of life-threatening rashes caused by lamotrigine have occurred within 2 to 8 weeks of treatment initiation. However, isolated cases have occurred after prolonged treatment (e.g., 6 months). Accordingly, duration of therapy cannot be relied upon as means to predict the potential risk heralded by the first appearance of a rash. Although benign rashes are also caused by lamotrigine, it is not possible to predict reliably which rashes will prove to be serious or life threatening. Accordingly, lamotrigine should ordinarily be discontinued at the first sign of rash, unless the rash is clearly not drug related. Discontinuation of treatment may not prevent a rash from becoming life threatening or permanently disabling or disfiguring [see Warnings and Precautions (5.1) ]. WARNING: SERIOUS SKIN RASHES See full prescribing information for complete boxed warning. Cases of life-threatening serious rashes, including Stevens-Johnson syndrome and toxic epidermal necrolysis, and/or rash-related death have been caused by lamotrigine. The rate of serious rash is greater in pediatric patients than in adults. Additional factors that may increase the risk of rash include: coadministration with valproate. exceeding recommended initial dose of lamotrigine. exceeding recommended dose escalation for lamotrigine. presence of the HLA-B*1502 allele. ( 5.1 ) Benign rashes are also caused by lamotrigine; however, it is not possible to predict which rashes will prove to be serious or life threatening. Lamotrigine should be discontinued at the first sign of rash, unless the rash is clearly not drug related. ( 5.1 )","1 INDICATIONS AND USAGE Lamotrigine orally disintegrating tablets are indicated for: Epilepsy—adjunctive therapy in patients aged 2 years and older : partial-onset seizures. primary generalized tonic-clonic (PGTC) seizures. generalized seizures of Lennox-Gastaut syndrome. ( 1.1 ) Epilepsy—monotherapy in patients aged 16 years and older : Conversion to monotherapy in patients with partial-onset seizures who are receiving treatment with carbamazepine, phenytoin, phenobarbital, primidone, or valpro"
75,first aid burn cream,First Aid Burn Cream,LIDOCAINE HYDROCHLORIDE,,,,None,Use(s) For the temporary relief of pain and itching associated with: • Sunburn • Minor burns • Insect bites • Cuts • Scrapes
76,loratadine,allergy relief,LORATADINE,,,,None,"Uses temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: • runny nose • itchy, watery eyes • sneezing • itching of the nose or throat"
77,cisplatin,Cisplatin,CISPLATIN,,,,"WARNING Cisplatin should be administered under the supervision of a qualified physician experienced in the use of cancer chemotherapeutic agents. Appropriate management of therapy and complications is possible only when adequate diagnostic and treatment facilities are readily available. Cumulative renal toxicity associated with cisplatin is severe. Other major dose-related toxicities are myelosuppression, nausea, and vomiting. Ototoxicity, which may be more pronounced in children, and is manifested by tinnitus, and/or loss of high frequency hearing and occasionally deafness, is significant. Anaphylactic-like reactions to cisplatin have been reported. Facial edema, bronchoconstriction, tachycardia, and hypotension may occur within minutes of cisplatin administration. Epinephrine, corticosteroids, and antihistamines have been effectively employed to alleviate symptoms (see WARNINGS and ADVERSE REACTIONS ). Exercise caution to prevent inadvertent cisplatin overdose . Doses greater than 100 mg/m 2 /cycle once every 3 to 4 weeks are rarely used. Care must be taken to avoid inadvertent cisplatin overdose due to confusion with carboplatin or prescribing practices that fail to differentiate daily doses from total dose per cycle.",INDICATIONS AND USAGE Cisplatin Injection is indicated as therapy to be employed as follows: Metastatic Testicular Tumors In established combination therapy with other approved chemotherapeutic agents in patients with metastatic testicular tumors who have already received appropriate surgical and/or radio therapeutic procedures. Metastatic Ovarian Tumors In established combination therapy with other approved chemotherapeutic agents in patients with metastatic ovarian tumors who have already rece
78,"octinoxate, oxybenzone",Artistry Youth Xtend Lifting Smoothing Foundation Shade Chiffon L2C1,OCTINOXATE,,,,None,Uses Helps prevent sunburn
80,magnesium hydroxide,MILK OF MAGNESIA,MAGNESIUM HYDROXIDE,,,,None,Uses relieves occasional constipation (irregularity) generally produces bowel movement in 1/2 to 6 hours
81,nicotine polacrilex,Nicotine,NICOTINE,,,,None,"Use reduces withdrawal symptoms, including nicotine craving, associated with quitting smoking"
82,pyrithione zinc,Clean Apple,PYRITHIONE ZINC,,,,None,Use helps prevent recurrence of flaking and itching associated with dandruff
84,amlodipine besylate,Amlodipine Besylate,AMLODIPINE BESYLATE,,,,None,"1 INDICATIONS & USAGE Amlodipine besylate tablets is a calcium channel blocker and may be used alone or in combination with other antihypertensive and antianginal agents for the treatment of: • Hypertension () • Amlodipine besylate tablets is indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. • Coronary Artery Disease () • Chronic Stable Angina • "
85,sunscreen,Private Label Moisturizing Oil Free Paraben Free SPF43,ZINC OXIDE,,,,None,"Uses Helps prevent sunbrun an dphoto damage caused by UVA/UVB exposure. If used as directed with other sun protection measures (see directions) , decreases the risk of skin cancer and early skin aging caused by the sun."
86,aluminium phosphoricum,Aluminium Phosphoricum,ALUMINUM PHOSPHATE,,,,None,N/A
87,perphenazine,perphenazine,PERPHENAZINE,,,,"WARNING Increased Mortality in Elderly Patients with Dementia-Related Psychosis Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death. Analyses of seventeen placebo-controlled trials (modal duration of 10 weeks), largely in patients taking atypical antipsychotic drugs, revealed a risk of death in drug-treated patients of between 1.6 to 1.7 times the risk of death in placebo-treated patients. Over the course of a typical 10-week controlled trial, the rate of death in drug-treated patients was about 4.5%, compared to a rate of about 2.6% in the placebo group. Although the causes of death were varied, most of the deaths appeared to be either cardiovascular (e.g., heart failure, sudden death) or infectious (e.g., pneumonia) in nature. Observational studies suggest that, similar to atypical antipsychotic drugs, treatment with conventional antipsychotic drugs may increase mortality. The extent to which the findings of increased mortality in observational studies may be attributed to the antipsychotic drug as opposed to some characteristic(s) of the patients is not clear. Perphenazine tablets, USP are not approved for the treatment of patients with dementia-related psychosis ( see WARNINGS ).","INDICATIONS AND USAGE Perphenazine tablets, USP are indicated for use in the treatment of schizophrenia and for the control of severe nausea and vomiting in adults. Perphenazine tablets, USP have not been shown effective for the management of behavioral complications in patients with mental retardation."
